Date,UWG_Mailing,BFCM_Promo_Effect,holiday_list,Offline_Promo,Promotion_Discount,Total_Revenue,Revenue_New_Customer,influencer_spend,Awin_spend,microsoft_spend,criteo_spend,cost_outbrain,spend_Google_Branded,spend_Google_Non_Branded,spend_Google_PMAX,spend_Google_Demand_Gen,spend_Google_Others,spend_Meta_ASC,spend_Meta_Retargeting,spend_Meta_Prospecting,spend_Google,spend_Meta
2024-04-26,0,0,0,0,1,51624.0,19311.3,0.0,186.19,77.98,194.8282026,92.0,705.483974,233.21,1283.357517,38.844287,18.52,778.790001,158.86,275.67,2279.415778,1213.320001
2024-04-27,0,0,0,0,1,51570.0,22526.68,0.0,271.07,48.0,195.8896727,92.0,1056.067573,223.074004,1470.384985,36.82451,31.11,799.72,184.66,311.620001,2817.461072,1296.000001
2024-04-28,0,0,0,0,1,75675.0,29046.33,0.0,350.94,71.88,275.0284379,93.0,1315.80464,226.17,1411.189975,39.34943,48.85,848.03,170.749999,302.240001,3041.364045,1321.02
2024-04-29,0,0,0,0,0,40248.0,17030.01,0.0,339.58,123.34,264.5569627,94.0,772.820828,175.64,1181.090576,32.916242,38.43,805.570003,185.580001,315.47,2200.897646,1306.620004
2024-04-30,0,0,0,0,0,57121.0,18428.93,0.0,312.39,128.2,336.6903237,91.0,762.862137,176.03,1296.169885,38.564711,22.27,791.880001,182.620001,309.83,2295.896733,1284.330002
2024-05-01,0,0,1,0,0,89394.0,33396.94,0.0,1022.07,100.35,205.4566885,91.0,1041.782078,201.34,1377.421846,40.513584,44.41,790.000001,181.510001,309.31,2705.467508,1280.820002
2024-05-02,1,0,0,0,1,114607.0,24528.21,0.0,1166.99,95.63,198.2994135,91.0,1223.717754,288.36,1541.875472,41.311654,29.98,776.569999,180.88,306.519998,3125.24488,1263.969997
2024-05-03,0,0,0,0,1,67895.0,23335.97,0.0,747.2,90.8,146.9341734,91.0,1025.400914,438.91,1482.578463,40.557164,50.675332,774.039999,187.61,304.590001,3038.121873,1266.24
2024-05-04,0,0,0,0,1,63544.0,26968.48,0.0,547.54,101.39,112.951839,93.0,1238.706822,413.25,1589.052202,40.825234,63.701829,778.91,198.719999,308.039999,3345.536087,1285.669998
2024-05-05,0,0,0,0,1,82564.0,31327.91,0.0,754.16,106.9,135.2866456,91.0,1254.531805,368.47,1507.052151,40.652219,71.398635,854.27,214.46,332.100001,3242.10481,1400.830001
2024-05-06,0,0,0,0,1,67794.0,33378.66,0.0,839.79,91.84,159.0179313,91.0,1096.574025,424.875,1474.055534,41.191511,57.174579,821.030001,204.449999,431.959998,3093.870649,1457.439998
2024-05-07,0,0,0,0,1,66410.0,25341.38,0.0,704.42,109.68,191.1709505,90.0,954.458954,351.315741,2047.111485,40.570458,42.85562,885.7,199.79,499.35,3436.312258,1584.84
2024-05-08,0,0,0,0,1,45122.0,18084.74,0.0,646.28,60.62,151.4425759,90.0,920.04514,313.89,1875.686608,41.036874,47.804927,872.469999,201.87,492.220002,3198.463549,1566.560001
2024-05-09,1,0,1,0,1,141190.0,29981.21,0.0,1244.54,75.62,173.1425264,91.0,1041.481497,335.9,1986.132665,117.471391,41.59333,870.369999,211.16,495.749999,3522.578883,1577.279998
2024-05-10,0,0,0,0,1,58564.0,16102.32,0.0,513.76,85.31,142.4226252,91.0,903.089243,374.98,1850.298778,82.366681,42.34406,864.130003,204.910003,491.829999,3253.078762,1560.870005
2024-05-11,0,0,0,0,1,53291.0,20813.89,0.0,412.97,63.64,136.5712086,90.0,866.838614,490.2,1986.610074,84.533991,60.272205,871.649999,212.49,500.85,3488.454884,1584.989999
2024-05-12,0,0,0,0,1,71635.0,27457.1,0.0,714.11,71.78,163.2914302,90.0,1232.914684,615.368762,2030.412835,55.032789,64.898074,958.339999,231.070001,545.540001,3998.627144,1734.950001
2024-05-13,0,0,0,0,0,54501.0,25421.36,0.0,686.23,91.75,211.6844264,90.0,1066.082965,536.072752,1890.939628,81.139495,62.491652,910.759999,218.719999,511.48,3636.726492,1640.959998
2024-05-14,0,0,0,0,0,70031.0,34163.48,0.0,761.09,98.54,178.2704723,91.0,1162.597499,601.473529,1853.166709,85.308472,55.939716,883.82,223.409998,498.640001,3758.485925,1605.869999
2024-05-15,0,0,0,0,0,54447.0,25333.8,0.0,711.7,101.4,166.137684,90.0,1134.017419,613.917406,1910.741916,60.138648,65.277929,880.08,219.220001,495.72,3784.093318,1595.020001
2024-05-16,0,0,0,0,1,69427.0,26509.82,0.0,882.8,99.0,182.8383201,90.0,974.208644,364.9,2108.561785,87.337682,59.978539,879.390001,211.450001,499.030002,3594.98665,1589.870004
2024-05-17,0,0,0,0,1,59374.0,25744.41,0.0,668.43,99.49,180.1583166,90.0,1005.261742,383.73,2114.214049,72.384176,75.24409,869.590001,197.800001,494.629998,3650.834057,1562.02
2024-05-18,0,0,0,0,1,56582.0,25606.06,0.0,669.77,68.41,117.967475,91.0,1177.317026,450.21,1952.402596,70.295453,59.866792,883.020001,182.57,485.570001,3710.091867,1551.160002
2024-05-19,1,0,0,0,1,103583.0,25308.92,0.0,740.9,96.07,174.89016,90.0,1155.115277,535.526719,2051.653242,76.94859,62.168228,904.929999,201.56,510.290001,3881.412056,1616.78
2024-05-20,0,0,1,0,0,103639.0,31173.06,0.0,623.88,97.6,228.8841699,91.0,1060.668739,512.945,1989.405246,54.96213,70.101875,904.08,220.42,512.040002,3688.08299,1636.540002
2024-05-21,0,0,0,0,0,47955.0,22061.42,0.0,330.25,95.77,227.7478249,90.0,883.839576,478.885116,1878.720834,79.092638,60.782227,898.189998,217.910001,512.089999,3381.320391,1628.189998
2024-05-22,0,0,0,0,0,45739.0,18592.3,0.0,190.66,104.15,178.416599,90.0,832.665645,506.05,1849.135988,76.543969,66.304311,888.950001,218.999999,516.469997,3330.699913,1624.419997
2024-05-23,1,0,0,0,0,75428.0,26334.95,0.0,310.28,96.78,178.0841617,90.0,1205.020894,541.12,1694.735054,70.972742,55.107895,898.669999,216.810001,517.060001,3566.956585,1632.540001
2024-05-24,0,0,0,0,0,50943.0,19047.71,0.0,270.14,75.96,143.0632891,90.0,1095.923321,429.205,1672.175701,69.679535,67.834719,894.670001,212.729999,499.49,3334.818276,1606.89
2024-05-25,0,0,0,0,0,50160.0,21545.27,0.0,250.89,67.27,149.3078406,91.0,1110.710795,408.49,1799.427698,70.113846,62.072172,875.510001,215.829998,488.539999,3450.814511,1579.879998
2024-05-26,0,0,0,0,0,83136.0,35181.21,0.0,312.9,98.83,215.0879435,89.0,1244.843245,537.341294,1870.513552,38.757001,80.465343,986.629999,236.889999,565.430001,3771.920435,1788.949999
2024-05-27,0,0,0,0,0,49047.0,20449.54,0.0,186.95,100.78,241.4762945,90.0,1184.040735,430.63,1733.87924,81.373192,86.373811,810.149999,189.329999,433.349999,3516.296978,1432.829997
2024-05-28,0,0,0,0,0,50742.0,21359.35,0.0,211.41,117.52,194.8021932,64.0,1094.820596,476.23,1522.065504,76.200669,90.715808,602.410001,144.78,378.480001,3260.032577,1125.670002
2024-05-29,0,0,0,0,1,52231.0,20227.28,0.0,249.91,121.86,119.2276052,64.0,1177.680258,288.2,1091.29027,47.053006,69.8147,571.930001,136.560001,354.240001,2674.038234,1062.730003
2024-05-30,0,0,0,0,1,62224.0,25706.7,0.0,267.98,85.41,2.16027419,64.0,1187.819465,262.51,1166.217976,87.638734,51.114316,535.969998,137.13,324.550001,2755.300491,997.649999
2024-05-31,0,0,0,0,1,51667.0,18020.93,0.0,273.4,76.61,0.000667752,64.0,1046.120523,237.32,1048.578787,56.96944,61.836313,530.730001,136.86,324.519997,2450.825063,992.109998
2024-06-01,0,0,0,0,1,52225.0,25459.79,0.0,249.17,79.44,166.8625995,90.0,1086.431783,256.14,1208.066069,79.190153,88.796982,532.170002,136.719999,327.230002,2718.624987,996.120003
2024-06-02,1,0,0,0,1,99513.0,33550.46,0.0,330.25,81.15,170.2081429,90.0,1377.19,273.38,1179.145921,79.960326,90.621206,581.859998,149.780001,357.34,3000.297453,1088.979999
2024-06-03,0,0,0,0,0,43943.0,18539.94,0.0,172.95,93.64,157.736288,90.0,1191.9,251.87,1100.793854,71.485985,67.725402,555.979999,142.879999,337.32,2683.775241,1036.179998
2024-06-04,0,0,0,0,0,71588.0,29936.22,0.0,405.32,110.6,113.4938856,91.0,1199.36,261.77,1216.189714,78.009107,45.238219,544.529999,139.06,329.480001,2800.56704,1013.07
2024-06-05,0,0,0,0,0,56423.0,21639.0,0.0,368.17,103.63,140.7727652,91.0,1261.86,262.05,1225.018323,75.913391,55.443744,536.959999,138.96,327.33,2880.285458,1003.249999
2024-06-06,0,0,0,0,0,54987.0,23475.7,0.0,280.9,123.31,134.1435031,90.0,1173.76,258.54,1158.105876,83.315655,64.149999,539.04,135.74,326.35,2737.87153,1001.13
2024-06-07,0,0,0,0,0,51751.0,19878.54,0.0,293.63,74.92,124.723426,91.0,972.940833,272.05,1219.89575,74.194559,43.891961,528.800002,137.550001,325.47,2582.973103,991.820003
2024-06-08,0,0,0,0,0,52275.0,26230.88,0.0,355.18,60.08,136.0141844,90.0,1156.721234,280.21,1271.999545,72.71305,71.968226,527.83,135.989999,327.71,2853.612055,991.529999
2024-06-09,0,0,0,0,0,75767.0,35770.2,0.0,341.81,86.84,190.1395991,90.0,1605.937471,273.99,1213.069641,70.615097,51.316464,582.259999,151.21,355.52,3214.928673,1088.989999
2024-06-10,0,0,0,0,0,64941.0,30612.74,0.0,208.39,147.99,217.7929635,90.0,1378.617904,258.56,1056.733088,71.898622,71.585904,556.799999,143.779999,339.929999,2837.395518,1040.509997
2024-06-11,0,0,0,0,0,54018.0,21803.55,0.0,269.78,114.48,173.7570509,91.0,1345.112859,255.522396,1267.34428,56.378473,55.684894,550.56,148.470001,332.95,2980.042902,1031.980001
2024-06-12,0,0,0,0,0,71018.0,22999.89,0.0,419.83,122.22,189.0846679,90.0,1311.441496,254.32,1082.089584,122.599644,57.69394,541.240002,155.060001,331.4,2828.144664,1027.700003
2024-06-13,0,0,0,0,0,88868.0,25015.88,0.0,701.19,98.62,191.3286725,91.0,1268.082226,253.29,1137.23532,121.565458,44.448248,541.79,151.6,330.220001,2824.621252,1023.610001
2024-06-14,0,0,0,0,0,67165.0,19970.62,0.0,455.67,103.91,158.0534318,90.0,1232.531987,250.18,1147.319114,125.767879,60.578704,531.03,150.179999,322.87,2816.377684,1004.079999
2024-06-15,0,0,0,0,0,80335.0,26218.66,0.0,589.61,93.92,151.7877742,90.0,1304.80275,262.51,1175.133413,124.761236,77.155815,511.310002,145.51,318.09,2944.363214,974.910002
2024-06-16,1,0,0,0,0,176664.0,29870.97,0.0,749.29,112.34,222.7631688,90.0,1361.826253,259.82,1060.731038,122.806298,67.152202,592.27,171.210001,361.740002,2872.335791,1125.220003
2024-06-17,0,0,0,0,0,81038.0,25056.49,0.0,561.32,98.36,204.6809664,90.0,1180.376126,253.87,989.89384,125.399171,50.067577,563.690001,160.739999,340.410001,2599.606714,1064.840001
2024-06-18,0,0,0,0,0,95491.0,27506.55,0.0,609.63,98.0,189.0151966,90.0,1142.487995,260.047837,1207.36371,132.237311,44.98167,555.079998,157.53,336.239999,2787.118523,1048.849997
2024-06-19,0,0,0,0,0,75946.0,24957.5,0.0,586.33,117.56,169.8768742,90.0,980.848179,270.43,1206.847237,120.036406,39.266932,537.200001,152.64,359.040001,2617.428754,1048.880002
2024-06-20,0,0,0,0,0,82660.0,27778.26,0.0,558.38,96.58,182.4142799,90.0,1173.907488,247.61,1342.018014,120.309185,52.590437,531.519997,150.649999,392.9,2936.435124,1075.069996
2024-06-21,0,0,0,0,0,68967.0,23129.09,0.0,466.4,113.62,140.5473179,90.0,1142.145267,240.28,1366.979561,119.377407,52.543383,520.779999,147.83,382.92,2921.325618,1051.529999
2024-06-22,0,0,0,0,0,72566.0,25495.17,0.0,586.84,84.23,152.6641522,89.0,1109.984195,240.21,1381.532884,116.277136,46.207614,514.460001,144.36,380.190002,2894.211829,1039.010003
2024-06-23,1,0,0,0,0,181279.0,27527.71,0.0,1160.38,124.2,232.8804048,90.0,1613.153945,264.7,1332.218123,121.983488,52.079192,593.16,170.909999,430.88,3384.134748,1194.949999
2024-06-24,0,0,0,0,1,48726.0,18317.62,0.0,321.18,102.07,255.3738509,89.0,1127.844013,228.94,1269.740339,120.734316,54.913298,562.97,160.210001,405.930001,2802.171966,1129.110002
2024-06-25,0,0,0,0,1,52535.0,20501.28,0.0,354.67,106.0,202.7307898,90.0,1105.052811,234.63,1278.356212,110.848358,34.91484,555.269999,157.32,399.869999,2763.802221,1112.459998
2024-06-26,0,0,0,0,1,46033.0,16914.05,0.0,261.38,119.14,186.933794,89.0,1236.660369,251.243332,1692.226166,116.719534,67.432252,536.77,152.939999,389.660001,3364.281653,1079.37
2024-06-27,0,0,0,0,1,47207.0,15811.48,0.0,232.49,125.43,212.4735738,89.0,1145.529522,245.73,1887.543908,117.587293,43.178955,532.480002,150.899999,392.55,3439.569678,1075.930001
2024-06-28,0,0,0,0,1,44096.0,18529.62,0.0,143.12,121.42,196.266498,90.0,957.227052,217.209491,2101.889666,72.973875,339.339347,522.020002,148.67,384.230002,3688.639431,1054.920004
2024-06-29,0,0,0,0,1,48107.0,22090.94,0.0,489.57,61.75,30.85845475,89.0,1132.419929,225.63,2546.22717,146.143974,381.154942,511.999998,143.99,379.29,4431.576015,1035.279998
2024-06-30,0,0,0,0,1,62079.0,23927.15,0.0,425.24,86.66,0.338737814,89.0,1512.426531,233.25,2476.095036,104.645572,433.852524,592.339999,170.730001,429.4,4760.269663,1192.47
2024-07-01,0,0,0,0,1,55246.0,19979.8,0.0,393.56,131.91,150.4990586,87.0,1217.43646,255.12,2203.308417,116.72476,248.257499,563.440002,159.539999,405.620002,4040.847136,1128.600003
2024-07-02,1,0,0,0,1,86160.0,19575.76,0.0,479.4,134.75,168.6321584,87.0,1326.44324,263.347783,2296.893735,93.001726,259.034517,555.399999,158.659999,403.189999,4238.721001,1117.249997
2024-07-03,0,0,0,0,1,60226.0,18699.85,0.0,475.22,111.32,157.6149621,88.0,1175.965894,245.23,2133.050889,77.091391,241.236379,541.050003,161.890001,394.19,3872.574553,1097.130004
2024-07-04,0,0,0,0,1,47721.0,16017.73,0.0,263.95,119.4,116.8457236,88.0,983.196813,238.32,2279.936121,150.466163,216.255086,547.590002,164.76,392.68,3868.174183,1105.030002
2024-07-05,0,0,0,0,1,40209.0,15163.71,0.0,271.25,83.28,124.6131972,88.0,836.299022,245.453636,1515.688151,153.251451,97.627703,574.88,167.33,383.63,2848.319963,1125.84
2024-07-06,0,0,0,0,1,42671.0,19094.12,0.0,473.04,80.33,142.7568757,89.0,1206.570126,248.32,1599.553872,140.424018,72.56,561.509998,162.749999,377.280002,3267.428016,1101.539999
2024-07-07,0,0,0,0,1,73870.0,27983.86,0.0,303.32,92.99,134.7297983,88.0,1253.984047,282.32,1472.239303,127.214009,69.865476,647.23,193.419998,432.65,3205.622835,1273.299998
2024-07-08,0,0,0,0,1,46802.0,18226.91,0.0,267.78,115.97,145.4029829,88.0,1011.880243,219.41,1595.635522,61.405722,26.39,619.23,177.229999,405.959999,2914.721487,1202.419998
2024-07-09,0,0,0,0,1,52380.0,22018.22,0.0,234.97,106.38,156.4795397,87.0,910.588952,235.72,1727.804862,152.003049,32.78,663.53,178.260001,399.93,3058.896863,1241.720001
2024-07-10,0,0,0,0,1,46306.0,18230.46,0.0,256.14,105.38,118.85256,87.0,916.960638,285.03,2004.089445,133.948979,45.02,643.62,177.029999,394.22,3385.049062,1214.869999
2024-07-11,1,0,0,0,1,60969.0,16166.77,0.0,370.33,99.04,131.8490596,88.0,1237.16764,184.81,2034.455782,71.40825,51.63,637.060003,173.13,391.52,3579.471672,1201.710003
2024-07-12,0,0,0,0,1,46885.0,20601.85,0.0,461.38,107.49,110.5222548,88.0,936.119171,243.37,1755.943243,147.142543,27.69,617.66,165.460002,381.649999,3110.264957,1164.770001
2024-07-13,0,0,0,0,1,39395.0,15778.48,0.0,278.46,71.87,64.83043719,87.0,1029.965494,264.23,2079.712155,115.866628,52.05,611.470002,159.87,380.0,3541.824277,1151.340002
2024-07-14,0,0,0,0,1,57728.0,21312.95,0.0,377.88,78.06,62.34315109,88.0,1185.030176,275.379482,1962.37853,122.776216,94.91,703.089999,193.790001,429.960002,3640.474404,1326.840002
2024-07-15,0,0,0,0,1,38807.0,13225.08,0.0,340.23,95.7,80.55827117,88.0,943.040734,165.92,1717.698723,112.146509,35.62,666.24,179.530001,404.879998,2974.425966,1250.649999
2024-07-16,0,0,0,0,1,38005.0,13228.64,0.0,158.43,115.77,131.1305267,87.0,1376.35,240.29,1443.485406,117.125215,48.87,655.83,176.05,399.000001,3226.120621,1230.880001
2024-07-17,0,0,0,0,1,41910.0,17744.37,0.0,254.3,115.77,76.55592827,87.0,1143.845009,303.85,1410.114102,118.506481,25.74,611.49,156.87,394.41,3002.055592,1162.77
2024-07-18,0,0,0,0,1,36616.0,14738.16,0.0,313.82,118.51,85.8200261,87.0,1022.28,200.67,1253.656349,99.822558,16.43,566.95,146.209999,390.58,2592.858907,1103.739999
2024-07-19,0,0,0,0,1,28904.0,11575.58,0.0,180.93,92.0,73.78219992,87.0,693.98,179.74,1087.25867,118.812348,11.26,553.889998,142.959999,382.91,2091.051018,1079.759997
2024-07-20,0,0,0,0,1,32322.0,12622.61,0.0,188.43,48.13,77.74001915,87.0,826.91,158.13,1346.60026,127.523764,15.57,555.13,141.5,384.65,2474.734024,1081.28
2024-07-21,1,0,0,0,1,70259.0,17636.82,0.0,495.12,101.01,133.8514315,87.0,1035.06,293.79,1553.842554,103.078524,19.92,622.670001,161.93,426.33,3005.691078,1210.930001
2024-07-22,0,0,0,0,1,39130.0,17308.04,0.0,214.36,114.51,139.4595834,87.0,1029.5,181.55,1257.001252,83.678074,21.91,595.7,153.109999,404.709999,2573.639326,1153.519998
2024-07-23,0,0,0,0,1,57341.0,21568.61,0.0,239.61,125.57,143.4402677,87.0,979.02,206.83,1319.075628,112.157912,25.92,585.72,152.51,399.46,2643.00354,1137.69
2024-07-24,0,0,0,0,1,42073.0,16580.13,0.0,267.76,113.09,129.2201858,87.0,759.74,175.13,807.633217,60.292804,16.6,580.359999,147.919999,393.31,1819.396021,1121.589998
2024-07-25,0,0,0,0,1,40762.0,13496.64,0.0,193.19,106.07,109.5477726,86.0,758.12,151.49,619.423762,37.06753,11.15,574.690001,147.970001,394.15,1577.251292,1116.810002
2024-07-26,0,0,0,0,1,46992.0,16808.46,0.0,145.8,65.74,108.1132069,86.0,694.32,160.48,605.519905,35.082404,8.41,578.589996,143.999999,383.4,1503.812309,1105.989995
2024-07-27,0,0,0,0,1,38376.0,15192.38,0.0,208.97,46.15,99.93293576,87.0,685.19,187.85,672.196693,39.484777,10.8,586.680001,142.35,386.97,1595.52147,1116.000001
2024-07-28,0,0,0,0,1,39897.0,17638.25,0.0,176.56,50.62,105.6924547,86.0,689.07,159.22,604.679101,42.722182,11.8,673.290002,163.33,431.040001,1507.491283,1267.660003
2024-07-29,0,0,0,0,1,40616.0,16428.76,0.0,121.09,119.0,120.1273664,87.0,666.22,219.42,570.096963,40.746343,12.33,636.469996,154.460002,406.79,1508.813306,1197.719998
2024-07-30,0,0,0,0,1,50219.0,18105.49,0.0,194.18,95.8,123.7321816,86.0,649.810664,145.85,604.115432,43.84643,12.15,630.0,152.630001,404.699997,1455.772526,1187.329998
2024-07-31,0,0,0,0,1,38863.0,11988.83,0.0,81.01,97.13,141.7383649,85.0,638.83,127.93,604.876755,44.689204,8.96,616.139998,148.22,395.259999,1425.285959,1159.619997
2024-08-01,1,0,0,0,1,43356.0,14193.13,0.0,123.23,111.18,146.669723,88.0,668.7,174.96,636.851696,44.175204,17.63,604.35,144.03,394.43,1542.3169,1142.81
2024-08-02,0,0,0,0,1,43925.0,13107.57,0.0,114.43,78.9,140.2795494,87.0,678.86116,147.41,637.778407,35.069205,11.29,590.329999,144.619999,383.43,1510.408772,1118.379998
2024-08-03,0,0,0,0,1,37395.0,14483.13,0.0,113.21,73.68,98.74774734,87.0,692.307111,132.8,654.20553,40.640833,8.55,589.089999,143.42,384.55,1528.503474,1117.059999
2024-08-04,0,0,0,0,1,54260.0,17438.43,0.0,193.99,91.79,132.8837792,87.0,693.991477,236.65,673.64868,45.159266,15.65,674.350003,164.39,432.31,1665.099423,1271.050003
2024-08-05,0,0,0,0,0,38927.0,15376.34,0.0,124.94,76.07,133.0360358,87.0,724.198173,182.72,589.266324,45.555302,8.48,630.080001,153.270001,401.419998,1550.219799,1184.77
2024-08-06,0,0,0,0,0,32427.0,13388.12,0.0,95.88,83.49,134.1657813,87.0,763.3913,182.89,560.489051,46.036023,5.41,627.65,152.049999,404.95,1558.216374,1184.649999
2024-08-07,0,0,0,0,0,43552.0,16820.03,0.0,204.97,75.52,115.9140026,87.0,748.407827,162.87,677.024874,44.650824,9.2,620.710001,149.95,398.14,1642.153525,1168.800001
2024-08-08,0,0,0,0,0,34964.0,14243.35,0.0,115.5,94.21,116.7782937,88.0,820.202504,189.63,616.148432,41.877975,6.09,605.059999,145.14,392.919999,1673.948911,1143.119998
2024-08-09,0,0,0,0,0,34640.0,13436.89,0.0,128.85,86.36,130.1979358,88.0,745.837434,167.81,631.45508,37.775955,7.32,597.49,141.47,383.859999,1590.198469,1122.819999
2024-08-10,0,0,0,0,0,30524.0,12259.67,0.0,71.57,51.95,110.6505155,87.0,752.082493,177.57,892.911762,37.963609,6.17,583.81,142.78,384.97,1866.697864,1111.56
2024-08-11,0,0,0,0,0,39163.0,15741.13,0.0,107.82,56.36,119.431018,88.0,946.037148,184.72,876.229532,39.024872,31.98,657.53,162.48,423.88,2077.991552,1243.89
2024-08-12,0,0,0,0,0,38926.0,16283.4,0.0,155.68,91.89,152.7898081,89.0,845.929905,171.89,893.717832,36.543891,18.68,583.889997,153.92,406.210001,1966.761628,1144.019998
2024-08-13,1,0,0,1,0,41713.0,15285.22,0.0,87.9,71.73,145.0418666,87.0,926.608382,157.27,899.333131,42.009421,21.99,560.13,153.200001,405.14,2047.210934,1118.470001
2024-08-14,0,0,0,1,0,43016.0,16129.93,0.0,143.44,102.16,120.9701301,87.0,1059.141278,167.61,919.269828,39.179063,24.8,544.969999,146.879999,396.450003,2210.000169,1088.300001
